8020792892,2WJ121,PAS,K,OK,77,TRAFFIC,FAIL TO DSPLY MUNI METER RECPT,HEARING HELD-NOT GUILTY,03/19/2016,08:38A,,0.00,0.00,0,35,0.00,35.00
8020792909,2WJ121,PAS,K,OK,77,TRAFFIC,PLTFRM LFTS LWRD POS COMM VEH,HEARING HELD-NOT GUILTY,03/19/2016,08:39A,,0.00,0.00,0,45,0.00,45.00
8029370520,2WE794,PAS,NY,OK,18,TRAFFIC,NO STANDING-BUS STOP,HEARING HELD-NOT GUILTY,03/19/2016,06:16A,,0.00,0.00,0,115,0.00,115.00
8029370532,2WE794,PAS,NY,OK,18,TRAFFIC,PLTFRM LFTS LWRD POS COMM VEH,HEARING HELD-NOT GUILTY,03/19/2016,06:18A,,0.00,0.00,0,65,0.00,65.00
8031858305,2XD413,PAS,NY,OK,30,TRAFFIC,PLTFRM LFTS LWRD POS COMM VEH,HEARING HELD-NOT GUILTY,03/15/2016,07:56A,,0.00,0.00,10,45,0.00,55.00
8039397194,6B79H,OMT,NY,NY,13,TRAFFIC,NO PARKING-TAXI STAND,HEARING HELD-NOT GUILTY,03/03/2016,12:10P,,0.00,0.00,0,65,0.00,65.00
8041622604,2WE794,PAS,NY,OK,19,TRAFFIC,NO STANDING-BUS STOP,HEARING HELD-NOT GUILTY,03/18/2016,09:27A,,0.00,0.00,0,115,0.00,115.00
8049782554,2WE782,PAS,NY,OK,20,TRAFFIC,CROSSWALK,HEARING HELD-NOT GUILTY,03/17/2016,08:59A,,0.00,0.00,0,115,0.00,115.00
8049782566,2WE782,PAS,NY,OK,20,TRAFFIC,PLTFRM LFTS LWRD POS COMM VEH,HEARING HELD-NOT GUILTY,03/17/2016,09:01A,,0.00,0.00,0,65,0.00,65.00
8075513484,89342MD,COM,NY,NY,19,TRAFFIC,INSP. STICKER-EXPIRED/MISSING,HEARING HELD-NOT GUILTY,03/25/2016,09:27A,,0.00,0.00,0,65,0.00,65.00
8226509634,2WC730,PAS,Q,OK,103,TRAFFIC,NO STANDING-DAY/TIME LIMITS,HEARING HELD-NOT GUILTY,03/17/2016,08:12A,,0.00,0.00,0,115,0.00,115.00
8271508740,2WE782,PAS,NY,OK,19,TRAFFIC,NO STOPPING-DAY/TIME LIMITS,HEARING HELD-NOT GUILTY,03/17/2016,06:17A,,0.00,0.00,0,115,0.00,115.00
8271508751,2WE782,PAS,NY,OK,19,TRAFFIC,PLTFRM LFTS LWRD POS COMM VEH,HEARING HELD-NOT GUILTY,03/17/2016,06:18A,,0.00,0.00,0,65,0.00,65.00
8286500829,2WJ109,PAS,NY,OK,18,TRAFFIC,DOUBLE PARKING,HEARING HELD-NOT GUILTY,03/19/2016,08:29A,,0.00,0.00,0,115,0.00,115.00
7418357461,EBJ3869,PAS,BX,NY,45,TRAFFIC,FAIL TO DSPLY MUNI METER RECPT,HEARING HELD-NOT GUILTY,03/12/2016,02:06P,,0.00,0.00,0,35,0.00,35.00
7498299264,GZP2852,OMS,K,NY,70,TRAFFIC,NO PARKING-DAY/TIME LIMITS,HEARING HELD-NOT GUILTY,03/31/2016,07:12A,,0.00,0.00,0,60,0.00,60.00
7699998376,GPW3442,PAS,K,NY,66,TRAFFIC,NO PARKING-DAY/TIME LIMITS,HEARING HELD-NOT GUILTY,03/25/2016,09:08A,,0.00,0.00,0,60,0.00,60.00
7913775063,3ME244,PAS,NY,MA,1,TRAFFIC,FAIL TO DSPLY MUNI METER RECPT,HEARING HELD-NOT GUILTY,03/10/2016,05:31P,,0.00,0.00,0,65,0.00,65.00
1402100231,FZD7968,PAS,K,NY,63,POLICE DEPARTMENT,PEDESTRIAN RAMP,HEARING HELD-NOT GUILTY,03/20/2016,11:22A,,0.00,0.00,0,165,0.00,165.00
7009900462,GBX9475,PAS,NY,NY,24,TRAFFIC,NO STANDING-DAY/TIME LIMITS,HEARING HELD-NOT GUILTY,03/29/2016,03:14P,,0.00,0.00,0,115,0.00,115.00
7612049053,GRT3735,PAS,K,NY,84,TRAFFIC,NO PARKING-DAY/TIME LIMITS,HEARING HELD-NOT GUILTY,03/12/2016,07:26A,,0.00,0.00,0,60,0.00,60.00
8270013687,XDJX17,PAS,K,NJ,66,TRAFFIC,FAIL TO DSPLY MUNI METER RECPT,HEARING HELD-NOT GUILTY,03/25/2016,08:13A,,0.00,0.00,0,35,0.00,35.00
1129859022,GWF6911,PAS,Q,NY,114,FIRE DEPARTMENT,FIRE HYDRANT,,03/29/2016,00:39A,,0.00,125.00,10,115,0.00,0.00
1345471063,FPL6579,COM,Q,NY,102,OTHER/UNKNOWN AGENCIES,NO STANDING-EXC. AUTH. VEHICLE,,03/24/2016,02:10P,,105.00,0.00,10,95,0.00,0.00
1370814094,EPF4600,PAS,NY,99,10,POLICE DEPARTMENT,FIRE HYDRANT,,03/11/2016,07:50A,,125.00,0.00,10,115,0.00,0.00
